id,county,finalclub_trend_lg_gdp_predicted
620826,静宁县,3
130636,顺平县,3
150784,额尔古纳市,3
654221,额敏县,3
620724,高台县,3
230321,鸡东县,3
653127,麦盖提县,3
230307,麻山区,3
532624,麻栗坡县,3
341003,黄山区,3
210726,黑山县,3
513228,黑水县,3
341023,黟县,3
230221,龙江县,3
540324,丁青县,4
622926,东乡族自治县,4
621228,两当县,4
230724,丰林县,4
632625,久治县,4
230718,乌翠区,4
653226,于田县,4
231182,五大连池市,4
540229,仁布县,4
230123,依兰县,4
230223,依安县,4
230230,克东县,4
230229,克山县,4
540326,八宿县,4
231222,兰西县,4
230921,勃利县,4
211381,北票市,4
230726,南岔县,4
540221,南木林县,4
230719,友好区,4
230522,友谊县,4
540630,双湖县,4
653126,叶城县,4
540234,吉隆县,4
232721,呼玛县,4
653221,和田县,4
150923,商都县,4
211324,喀喇沁左翼蒙古族自治县,4
230722,嘉荫县,4
540621,嘉黎县,4
632725,囊谦县,4
232722,塔河县,4
513230,壤塘县,4
230725,大箐山县,4
231183,嫩江市,4
231124,孙吴县,4
540624,安多县,4
540223,定日县,4
540231,定结县,4
150927,察哈尔右翼中旗,4
540425,察隅县,4
540325,察雅县,4
654028,尼勒克县,4
540123,尼木县,4
540629,尼玛县,4
540327,左贡县,4
654024,巩留县,4
650521,巴里坤哈萨克自治县,4
540628,巴青县,4
231224,庆安县,4
130723,康保县,4
540230,康马县,4
230129,延寿县,4
211422,建昌县,4
620525,张家川回族自治县,4
513330,德格县,4
540225,拉孜县,4
542527,措勤县,4
540526,措美县,4
542526,改则县,4
621222,文县,4
141121,文水县,4
513329,新龙县,4
230124,方正县,4
540226,昂仁县,4
231225,明水县,4
654026,昭苏县,4
542521,普兰县,4
530823,景东彝族自治县,4
632726,曲麻莱县,4
231221,望奎县,4
542522,札达县,4
632722,杂多县,4
231025,林口县,4
230623,林甸县,4
150785,根河市,4
230822,桦南县,4
540622,比如县,4
220605,江源区,4
141034,汾西县,4
632724,治多县,4
611021,洛南县,4
540527,洛扎县,4
540531,浪卡子县,4
231283,海伦市,4
232701,漠河市,4
140224,灵丘县,4
513327,炉霍县,4
654027,特克斯县,4
632626,玛多县,4
540627,班戈县,4
632622,班玛县,4
513334,理塘县,4
540524,琼结县,4
230225,甘南县,4
632623,甘德县,4
540625,申扎县,4
653223,皮山县,4
530623,盐津县,4
141126,石楼县,4
513332,石渠县,4
621226,礼县,4
429021,神农架林区,4
533323,福贡县,4
620522,秦安县,4
622927,积石山保安族东乡族撒拉族自治县,4
632723,称多县,4
653225,策勒县,4
540323,类乌齐县,4
540626,索县,4
231226,绥棱县,4
230422,绥滨县,4
532531,绿春县,4
513436,美姑县,4
141022,翼城县,4
540623,聂荣县,4
623023,舟曲县,4
230421,萝北县,4
540236,萨嘎县,4
130726,蔚县,4
211223,西丰县,4
530829,西盟佤族自治县,4
540227,谢通门县,4
632525,贵南县,4
130732,赤城县,4
540330,边坝县,4
632624,达日县,4
231123,逊克县,4
230128,通河县,4
621121,通渭县,4
150723,鄂伦春自治旗,4
513226,金川县,4
230751,金林区,4
632221,门源回族自治县,4
152202,阿尔山市,4
150721,阿荣旗,4
540529,隆子县,4
542525,革吉县,4
230524,饶河县,4
610631,黄龙县,4
