v1,city_id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent
3573,421300,随州市,2014,4.6699529,6.2177649,10.209002,4939,420000,Hubei (province),6.3136835,4.734313,10.299557,6.5010796,7,6,,3,3,,.9776938,.88993007,.99890405,8.3804598,357617,2203386.3,.44999999,48.209999,51.34,-.02,99.550003,.02,113.78526,552.07477,.82911533,-2.2757051,11.041495,14.605506,.16230336
3574,421300,随州市,2015,4.72018,6.3049483,10.285763,5310,420000,Hubei (province),6.3452353,4.7734208,10.319792,6.5339265,7,6,,3,3,,.97814739,.89178628,.99885905,8.3686476,359058,2222559.5,.44,47.639999,51.93,-.0099999998,99.57,.02,118.32331,569.77148,.82804215,-1.183233,11.39543,14.61417,.16155158
3575,421300,随州市,2016,4.7680931,6.3882465,10.359146,5681,420000,Hubei (province),6.3789554,4.7846065,10.347799,6.5638075,7,6,,3,3,,.97858346,.89353144,.99879289,8.3629637,364891,2232401.5,.41,47.75,51.84,-.029999999,99.589996,.02,119.65427,589.31177,.83122706,-3.589628,11.786235,14.618588,.16345222
3576,421300,随州市,2017,4.8143387,6.468575,10.429994,6052,420000,Hubei (province),6.4534779,4.7528024,10.404827,6.6211596,7,6,,3,3,,.97900194,.89518321,.99871033,8.3209038,380786,2240138.3,.40000001,46.32,53.279999,-.0099999998,99.599998,.0099999998,115.90865,634.90656,.84562296,-1.1590865,6.3490653,14.622048,.16998325
3577,421300,随州市,2018,4.8596067,6.5468287,10.499117,6423,420000,Hubei (province),6.4986238,4.7805171,10.440193,6.6636343,7,6,,3,3,,.97940427,.89676046,.99861699,8.3118687,382856,2248878.8,.38999999,41.23,58.380001,-.0099999998,99.610001,.0099999998,119.16595,664.22693,.84788483,-1.1916596,6.6422691,14.625942,.17024305
3578,421300,随州市,2019,4.9044313,6.6238623,10.567266,6794,420000,Hubei (province),6.5235214,4.8117161,10.475278,6.6894932,7,6,,3,3,,.97979528,.89828283,.99852037,8.2962427,392655,2256887.5,.34,41.369999,58.290001,-.050000001,99.660004,.050000001,122.94241,680.97217,.84707028,-6.147121,34.048611,14.629498,.17398076
3579,421300,随州市,2020,4.9491506,6.7004118,10.635044,7165,420000,Hubei (province),6.5066509,4.9069133,10.486178,6.6905956,7,6,,3,3,,.98017853,.89976549,.99842912,8.2846746,438769,2266003,,,,,,,135.22137,669.5802,.83198172,,,14.633528,.19363125
3580,422800,恩施土家族苗族自治州,2001,4.1392984,7.433208,9.2494392,262,420000,Hubei (province),7.2848577,4.1180992,9.1987085,7.3261342,5,1,23,2,1,17,1.0142486,1.3514922,1.0875217,6.1255207,170738.58,3966158.3,,,,,,,61.442341,1458.0537,.95956403,,,15.193309,.043048855
3581,422800,恩施土家族苗族自治州,2002,4.2114658,7.568356,9.3627338,633,420000,Hubei (province),7.5076933,4.1881518,9.2935877,7.5432239,5,1,23,2,1,17,1.0139426,1.344632,1.0855882,6.0321703,212273.17,3988511.8,,,,,,,65.900887,1822.0059,.96509314,,,15.198929,.053221148
3582,422800,恩施土家族苗族自治州,2003,4.2835803,7.7031326,9.4759026,1004,420000,Hubei (province),7.6426864,4.2320518,9.387331,7.6751733,5,1,23,2,1,17,1.0136448,1.3380569,1.0837305,5.934051,208729.66,3850432.3,,,,,,,68.858376,2085.3384,.96803522,,,15.163696,.054209407
3583,422800,恩施土家族苗族自治州,2004,4.3555303,7.8370161,9.588644,1375,420000,Hubei (province),7.8738217,4.3489685,9.5840731,7.9028525,5,1,23,2,1,17,1.0133573,1.3317449,1.0819528,5.8844366,216223.53,3887621.8,,,,,,,77.398582,2627.5884,.97138673,,,15.173308,.055618457
3584,422800,恩施土家族苗族自治州,2005,4.4270759,7.9693322,9.7004375,1746,420000,Hubei (province),7.9993935,4.4107676,9.7039604,8.0266552,5,1,23,2,1,17,1.0130813,1.3256904,1.0802575,5.8285704,214851.39,3910514,,,,,,,82.332634,2979.1504,.97310692,,,15.179179,.054941982
3585,422800,恩施土家族苗族自治州,2006,4.4979606,8.0994997,9.810751,2117,420000,Hubei (province),8.1648502,4.4626694,9.8448792,8.1892204,5,1,23,2,1,17,1.0128294,1.3199283,1.0786442,5.8104601,261154.95,3934440.3,,,,,,,86.718681,3515.1948,.97592425,,,15.185279,.066376649
3586,422800,恩施土家族苗族自治州,2007,4.5678873,8.2270126,9.9190607,2488,420000,Hubei (province),8.1817236,4.5538125,9.8896656,8.2079487,5,1,23,2,1,17,1.0126224,1.3145189,1.0771135,5.78298,269136.78,3958120.5,,,,,,,94.993881,3575.0112,.97411615,,,15.191279,.067996107
3587,422800,恩施土家族苗族自治州,2008,4.6364703,8.3515263,10.024928,2859,420000,Hubei (province),8.3153524,4.6276913,10.012907,8.3400745,5,1,23,2,1,17,1.012488,1.3095402,1.0756687,5.78689,288618.84,3982333.5,,,,,,,102.27766,4086.1252,.97558075,,,15.197378,.072474808
3588,422800,恩施土家族苗族自治州,2009,4.703289,8.4725857,10.127842,3230,420000,Hubei (province),8.5045252,4.7010741,10.172704,8.5265741,5,1,23,2,1,17,1.0124426,1.3050387,1.0743144,5.7605457,301494.31,4007291.3,,,,,,,110.06533,4937.0596,.97819245,,,15.203626,.07523644
3589,422800,恩施土家族苗族自治州,2010,4.7679005,8.5896444,10.227259,3601,420000,Hubei (province),8.7034988,4.806622,10.329144,8.7236004,5,1,23,2,1,17,1.0124909,1.3010308,1.0730534,5.7847118,307066.28,3981715.5,,,,,,,122.31773,6023.9521,.98009884,,,15.197224,.07711909
3590,422800,恩施土家族苗族自治州,2011,4.8298569,8.7022343,10.322749,3972,420000,Hubei (province),8.6944895,4.9042344,10.334612,8.7168283,5,1,23,2,1,17,1.0126376,1.2975256,1.0718868,5.8076882,300854.81,4012225.3,,,,,,,134.85962,5969.9238,.97790921,,,15.204857,.074984528
3591,422800,恩施土家族苗族自治州,2012,4.8888068,8.810174,10.414139,4343,420000,Hubei (province),8.8781977,4.9939985,10.488949,8.8985529,5,1,23,2,1,17,1.0128913,1.294529,1.0708135,5.7710233,264790.09,3301267.8,,,,,,,147.52513,7173.8496,.97985005,,,15.009817,.080208607
3592,422800,恩施土家族苗族自治州,2013,4.9445844,8.9132605,10.501282,4714,420000,Hubei (province),9.0970211,5.0501685,10.650252,9.1143475,5,1,23,2,1,17,1.0132321,1.2919804,1.0698287,5.7238374,279073.38,3316928,,,,,,,156.04875,8928.6553,.9828229,,,15.014549,.084136099
3593,422800,恩施土家族苗族自治州,2014,4.9972878,9.0114641,10.58422,5085,420000,Hubei (province),9.1237879,5.0562053,10.680094,9.1407614,5,1,23,2,1,17,1.0136275,1.2897838,1.0689211,5.6697011,282896.34,3331953.3,,,,,,,156.99364,9170.874,.98316938,,,15.01907,.084904052
3594,422800,恩施土家族苗族自治州,2015,5.0472779,9.1052122,10.663367,5456,420000,Hubei (province),9.1410427,5.090703,10.686872,9.158309,5,1,23,2,1,17,1.0140564,1.2878619,1.0680778,5.6375041,285520.22,3360931.3,,,,,,,162.50406,9330.4893,.98288167,,,15.027729,.084952712
3595,422800,恩施土家族苗族自治州,2016,5.0950642,9.1952124,10.739377,5827,420000,Hubei (province),9.2154522,5.1124516,10.752887,9.2318401,5,1,23,2,1,17,1.0145023,1.286145,1.0672849,5.6839385,289656,3375816.5,,,,,,,166.077,10051.249,.98374557,,,15.032147,.085803241
3596,422800,恩施土家族苗族自治州,2017,5.141264,9.2822628,10.812963,6198,420000,Hubei (province),9.2765436,5.0779238,10.794676,9.2914486,5,1,23,2,1,17,1.014949,1.2845682,1.0665293,5.6387095,287878.31,3402059.8,,,,,,,160.4406,10684.438,.98520589,,,15.039891,.084618829
3597,422800,恩施土家族苗族自治州,2018,5.1865373,9.3672132,10.884869,6569,420000,Hubei (province),9.3334904,5.1022501,10.841429,9.3479204,5,1,23,2,1,17,1.0153888,1.2830863,1.0657991,5.6642447,290661.34,3415344.3,,,,,,,164.39139,11310.541,.98567384,,,15.043789,.085104555
3598,422800,恩施土家族苗族自治州,2019,5.2313871,9.4508982,10.955797,6940,420000,Hubei (province),9.3570566,5.1673641,10.873505,9.3720942,5,1,23,2,1,17,1.0158198,1.281666,1.0650871,5.6003428,295027.34,3427500,,,,,,,175.45175,11580.253,.98507518,,,15.047341,.086076543
3599,422800,恩施土家族苗族自治州,2020,5.2761054,9.5340681,11.02634,7311,420000,Hubei (province),9.3278294,5.223423,10.871866,9.3441944,5,1,23,2,1,17,1.0162423,1.2802833,1.0643882,5.4795661,331804.59,3439392.5,,,,,,,185.5683,11246.692,.98376799,,,15.050805,.096471861
3600,429004,仙桃市,2001,4.09413,7.3647103,9.5092697,301,420000,,7.1456513,4.0551114,9.3336525,7.190125,3,1,26,2,1,18,1.0427403,1.339038,1.0756546,7.4133945,152186.84,1531124.3,,,,,,,57.691589,1268.5774,.95650083,,,14.241513,.099395491
3601,429004,仙桃市,2002,4.1675334,7.4948869,9.6260948,672,420000,,7.4564891,4.1521201,9.5850821,7.4925532,3,1,26,2,1,18,1.0424634,1.3315791,1.0742638,7.4115105,160701.27,1532416.1,,,,,,,63.56863,1731.0598,.96457839,,,14.242356,.10486791
3602,429004,仙桃市,2003,4.240839,7.624516,9.7424822,1043,420000,,7.6266494,4.1961002,9.7253504,7.6585059,3,1,26,2,1,18,1.0421611,1.324401,1.072917,7.4160461,158830.31,1508785.5,,,,,,,66.426773,2052.1624,.96864575,,,14.226815,.1052703
3603,429004,仙桃市,2004,4.3139114,7.752954,9.8578873,1414,420000,,7.7690563,4.3212423,9.8808317,7.8003759,3,1,26,2,1,18,1.0418117,1.3174602,1.0716143,7.4330711,177136.73,1521278.4,,,,,,,75.282097,2366.2373,.96916586,,,14.235062,.11643939
3604,429004,仙桃市,2005,4.3865018,7.8795619,9.9717283,1785,420000,,7.8975139,4.3591428,9.9876585,7.9261603,3,1,26,2,1,18,1.041414,1.3107573,1.0703571,7.4464927,176591.22,1530032.8,,,,,,,78.190079,2690.585,.97176003,,,14.2408,.11541662
3605,429004,仙桃市,2006,4.4583812,8.0037422,10.083477,2156,420000,,8.0211525,4.4134936,10.093699,8.0479069,3,1,26,2,1,18,1.0409847,1.3043233,1.0691527,7.4359641,209235.52,1539130.6,,,,,,,82.557388,3044.6843,.97360057,,,14.246728,.13594396
3606,429004,仙桃市,2007,4.5292516,8.1249428,10.192647,2527,420000,,8.1982603,4.5066605,10.258896,8.222887,3,1,26,2,1,18,1.0405524,1.2982101,1.0680032,7.4135942,238809.63,1548206.1,,,,,,,90.61869,3634.6216,.97567439,,,14.252607,.15424925
3607,429004,仙桃市,2008,4.5987024,8.2426519,10.298776,2898,420000,,8.300725,4.5961165,10.351429,8.325037,3,1,26,2,1,18,1.0401459,1.2924684,1.0669065,7.3743315,240607.39,1557998,,,,,,,99.098724,4026.7908,.97598124,,,14.258912,.1544337
3608,429004,仙桃市,2009,4.6662674,8.3565445,10.401567,3269,420000,,8.2333632,4.6661739,10.295237,8.2612066,3,1,26,2,1,18,1.0398059,1.2871648,1.0658579,7.3288116,245089.59,1568065.5,,,,,,,106.29029,3764.4729,.9725402,,,14.265353,.1563006
3609,429004,仙桃市,2010,4.731473,8.4664383,10.500857,3640,420000,,8.4960079,4.7739382,10.522183,8.5199041,3,1,26,2,1,18,1.0395769,1.2823693,1.0648551,7.2852621,250509.08,1557375.6,,,,,,,118.38454,4895.188,.9763872,,,14.258512,.16085334
3610,429004,仙桃市,2011,4.7938461,8.571846,10.596216,4011,420000,,8.8306999,4.8778801,10.847278,8.8497181,3,1,26,2,1,18,1.0394641,1.2780844,1.0638949,7.2844052,235336.14,1571041.1,,,,,,,131.35191,6841.0732,.98116124,,,14.267249,.14979629
3611,429004,仙桃市,2012,4.8530197,8.6723509,10.687266,4382,420000,,8.7173996,4.9638743,10.721616,8.7405643,3,1,26,2,1,18,1.039456,1.2742778,1.062975,7.2953472,177307.13,1173311.4,,,,,,,143.14732,6108.2744,.97710162,,,13.975341,.15111685
3612,429004,仙桃市,2013,4.9088359,8.7681856,10.774258,4753,420000,,8.90557,5.0112357,10.900257,8.9257221,3,1,26,2,1,18,1.0395706,1.2709517,1.0620941,7.2994695,196623.14,1179084.4,,,,,,,150.09009,7372.9268,.98004919,,,13.980248,.16675918
3613,429004,仙桃市,2014,4.9614148,8.8596945,10.857529,5124,420000,,8.9225254,5.0260143,10.917017,8.9426346,3,1,26,2,1,18,1.0398017,1.2680615,1.0612478,7.304821,196190.38,1183300.1,,,,,,,152.32469,7499.0034,.98009175,,,13.983818,.16579933
3614,429004,仙桃市,2015,5.0111332,8.947566,10.937731,5495,420000,,8.9501143,5.0596728,10.933052,8.9703445,3,1,26,2,1,18,1.0401477,1.2655642,1.060429,7.3018351,203657.84,1193604,,,,,,,157.53897,7708.7725,.97997296,,,13.992488,.1706243
3615,429004,仙桃市,2016,5.0585279,9.0326443,11.015662,5866,420000,,8.9650555,5.074213,10.941804,8.9852781,3,1,26,2,1,18,1.0406017,1.2634064,1.0596315,7.2955751,211413.11,1198890.3,,,,,,,159.84634,7824.8159,.97998083,,,13.996907,.17634067
3616,429004,仙桃市,2017,5.1042581,9.1157808,11.092113,6237,420000,,9.067131,5.0416174,11.029875,9.0848274,3,1,26,2,1,18,1.0411512,1.2615288,1.0588527,7.3475161,220618.53,1219281.9,,,,,,,154.72006,8665.7266,.98245895,,,14.013773,.18094137
3617,429004,仙桃市,2018,5.1490216,9.1976595,11.167688,6608,420000,,9.1329231,5.0603323,11.087881,9.1498127,3,1,26,2,1,18,1.0417715,1.2598615,1.0580899,7.3580112,223636.64,1224051.8,,,,,,,157.6429,9255.0361,.98325205,,,14.017677,.18270195
3618,429004,仙桃市,2019,5.1933599,9.2788401,11.242835,6979,420000,,9.2387648,5.1076465,11.215063,9.2547016,3,1,26,2,1,18,1.0424339,1.2583327,1.0573449,7.4043045,225425.02,1228401.5,,,,,,,165.2809,10288.322,.98418909,,,14.021224,.18351085
3619,429004,仙桃市,2020,5.2375927,9.3597212,11.317801,7350,420000,,9.2401848,5.1954155,11.246027,9.2575474,3,1,26,2,1,18,1.0431049,1.2568711,1.0566187,7.2710838,269420.47,1232244.6,,,,,,,180.4431,10302.942,.98278773,,,14.024348,.21864203
3620,429005,潜江市,2001,4.0987554,7.3111849,9.4949446,298,420000,,7.1461616,4.0616055,9.3649244,7.190896,2,1,26,1,1,18,1.0411695,1.3293061,1.0768697,7.478713,124173.28,981482.13,,,,,,,58.067459,1269.2247,.9562512,,,13.796819,.12651609
3621,429005,潜江市,2002,4.1718364,7.4453602,9.61658,669,420000,,7.4545093,4.1547732,9.6265345,7.4907379,2,1,26,1,1,18,1.0414331,1.3227799,1.0753729,7.4751873,123496.46,985529.31,,,,,,,63.737511,1727.636,.96441978,,,13.800934,.12530978
3622,429005,潜江市,2003,4.2448244,7.579123,9.7378902,1040,420000,,7.5285592,4.2019401,9.6728334,7.5638437,2,1,26,1,1,18,1.0416698,1.3165162,1.0739254,7.4722204,133550.8,1019930.6,,,,,,,66.815834,1860.4231,.96533078,,,13.835245,.13094106
3623,429005,潜江市,2004,4.3175845,7.7120838,9.8585758,1411,420000,,7.7291632,4.3243318,9.8856163,7.7618361,2,1,26,1,1,18,1.0418844,1.3105152,1.0725267,7.4855299,159457.23,1031894.6,,,,,,,75.515038,2273.6987,.96785522,,,13.846907,.15452862
3624,429005,潜江市,2005,4.389873,7.8437262,9.9781723,1782,420000,,7.849401,4.3617129,9.9841566,7.8795147,2,1,26,1,1,18,1.042087,1.304796,1.0711796,7.4972606,159541.13,1037745.3,,,,,,,78.391296,2564.198,.97033542,,,13.852561,.15373823
3625,429005,潜江市,2006,4.4614644,7.9735765,10.096287,2153,420000,,7.9547968,4.4128246,10.07249,7.9833417,2,1,26,1,1,18,1.0423071,1.2994074,1.069892,7.4976544,189416.05,1044370.8,,,,,,,82.502174,2849.2092,.97185868,,,13.858925,.18136857
3626,429005,潜江市,2007,4.532063,8.1011763,10.212537,2524,420000,,8.1072798,4.507638,10.21248,8.1342468,2,1,26,1,1,18,1.0425829,1.2944126,1.0686661,7.493319,197817.61,1050985.1,,,,,,,90.707314,3318.5386,.97339374,,,13.865238,.18822113
3627,429005,潜江市,2008,4.6012502,8.2260189,10.326484,2895,420000,,8.2421389,4.5987406,10.337524,8.2679653,2,1,26,1,1,18,1.0429443,1.2898602,1.0674975,7.4821854,200362.75,1057433.3,,,,,,,99.3591,3797.6543,.97450376,,,13.871355,.18948027
3628,429005,潜江市,2009,4.6685472,8.3476133,10.437688,3266,420000,,8.2590485,4.6672773,10.357104,8.2862253,2,1,26,1,1,18,1.0434167,1.2857891,1.0663787,7.4656544,199960.92,1064524.4,,,,,,,106.40764,3862.4172,.97318912,,,13.878038,.18784063
3629,429005,潜江市,2010,4.7334685,8.4655094,10.545737,3637,420000,,8.5847311,4.781229,10.654722,8.6067791,2,1,26,1,1,18,1.0440199,1.2822286,1.0653042,7.4568372,199482.88,1057529.9,,,,,,,119.25082,5349.354,.97819358,,,13.871447,.18863095
3630,429005,潜江市,2011,4.7955265,8.5790348,10.650017,4008,420000,,8.6546326,4.8785501,10.709393,8.6772861,2,1,26,1,1,18,1.0447419,1.2791562,1.0642679,7.4527497,202591.97,1058258.5,,,,,,,131.43994,5736.6606,.97760093,,,13.872135,.19143902
3631,429005,潜江市,2012,4.8543515,8.6878157,10.750186,4379,420000,,8.8033323,4.9666576,10.853109,8.8246679,2,1,26,1,1,18,1.0455756,1.2765501,1.0632668,7.4574347,175355.81,950174.44,,,,,,,143.5463,6656.3882,.97889006,,,13.7644,.18455118
3632,429005,潜江市,2013,4.9097829,8.791666,10.846052,4750,420000,,8.9439459,5.0124278,10.989611,8.9633703,2,1,26,1,1,18,1.0464978,1.2743552,1.0622989,7.4589286,185689.88,954714.19,,,,,,,150.26912,7661.3682,.98076344,,,13.769167,.19449787
3633,429005,潜江市,2014,4.9619393,8.8906918,10.937679,5121,420000,,8.9863882,5.0274482,11.033324,9.0052919,2,1,26,1,1,18,1.0474776,1.2724981,1.06136,7.4567361,187721.77,958981.38,,,,,,,152.54326,7993.5337,.98127401,,,13.773627,.19575121
3634,429005,潜江市,2015,5.0111966,8.9853764,11.025492,5492,420000,,9.0313025,5.0604582,11.068045,9.049984,2,1,26,1,1,18,1.0484935,1.2709122,1.0604424,7.458818,189703.83,967328.88,,,,,,,157.66273,8360.7422,.98149151,,,13.782294,.19611099
3635,429005,潜江市,2016,5.058095,9.0764427,11.11015,5863,420000,,9.0521059,5.0724916,11.083056,9.0706263,2,1,26,1,1,18,1.0495275,1.2695326,1.0595409,7.457716,190559.86,971615.63,,,,,,,159.57143,8536.4961,.98165017,,,13.786716,.19612679
3636,429005,潜江市,2017,5.1032972,9.164731,11.192426,6234,420000,,9.1699581,5.0454245,11.190132,9.1859999,2,1,26,1,1,18,1.0505669,1.268303,1.0586534,7.4576821,194542.89,973989.44,,,,,,,155.31021,9604.2227,.98408633,,,13.789156,.19973819
3637,429005,潜江市,2018,5.1475019,9.2510185,11.273018,6605,420000,,9.226244,5.0578136,11.238304,9.2416019,2,1,26,1,1,18,1.0515972,1.2671704,1.0577775,7.4427733,195999.91,977790.88,,,,,,,157.24634,10160.308,.98475933,,,13.793051,.20045176
3638,429005,潜江市,2019,5.1912637,9.3360949,11.352623,6976,420000,,9.2371054,5.1045599,11.260717,9.2530203,2,1,26,1,1,18,1.0526134,1.2660972,1.0569181,7.4198456,193376.41,981257.19,,,,,,,164.77155,10271.264,.98421127,,,13.79659,.19707005
3639,429005,潜江市,2020,5.2349119,9.4206905,11.431849,7347,420000,,9.2281303,5.1896286,11.280308,9.2456007,2,1,26,1,1,18,1.053616,1.2650584,1.0560778,7.3571,201108.03,985816.31,,,,,,,179.40192,10179.491,.98268133,,,13.801226,.20400153
3640,429006,天门市,2001,4.0960665,7.220902,9.3698883,300,420000,,7.1435385,4.0575294,9.3270416,7.1882095,2,1,27,1,1,18,1.0274564,1.312891,1.0761633,7.780407,130970.19,1721443.1,,,,,,,57.831261,1265.8998,.95631194,,,14.358673,.076081626
3641,429006,天门市,2002,4.1691251,7.3582158,9.4930506,671,420000,,7.2955298,4.151742,9.4353218,7.3377452,2,1,27,1,1,18,1.0280553,1.3072975,1.074674,7.7818313,132763.33,1727092.8,,,,,,,63.544598,1473.6975,.95866323,,,14.36195,.076870993
3642,429006,天门市,2003,4.2420874,7.4953365,9.6161051,1042,420000,,7.4493537,4.1995964,9.552659,7.4874043,2,1,27,1,1,18,1.0286424,1.3019621,1.0732329,7.7807484,131302.7,1693980.1,,,,,,,66.659424,1718.752,.96266437,,,14.342591,.077511363
3643,429006,天门市,2004,4.3148131,7.6319137,9.738802,1413,420000,,7.5809708,4.3207746,9.6929054,7.6186333,2,1,27,1,1,18,1.0292264,1.2968918,1.0718383,7.7837481,145266.03,1712518.8,,,,,,,75.246887,1960.5313,.96303779,,,14.353476,.084825948
3644,429006,天门市,2005,4.3870573,7.7674818,9.8607292,1784,420000,,7.708446,4.3570924,9.8060722,7.7428832,2,1,27,1,1,18,1.0298216,1.2921128,1.0704926,7.7899547,146105.41,1722309.8,,,,,,,78.029922,2227.0789,.96614915,,,14.359177,.084831089
3645,429006,天门市,2006,4.4585876,7.9014492,9.9813633,2155,420000,,7.9026852,4.4147768,9.9754362,7.9327922,2,1,27,1,1,18,1.0304428,1.2876532,1.0692022,7.7891006,189645.67,1731911.8,,,,,,,82.663391,2704.5347,.97034174,,,14.364737,.10950077
3646,429006,天门市,2007,4.529099,8.0330753,10.100043,2526,420000,,8.1077061,4.5122399,10.161851,8.1347837,2,1,27,1,1,18,1.0310986,1.2835314,1.0679672,7.7851748,179858.44,1742734.8,,,,,,,91.125702,3319.9536,.97328538,,,14.370966,.10320471
3647,429006,天门市,2008,4.598175,8.161624,10.216091,2897,420000,,8.2230139,4.5986824,10.26827,8.2493315,2,1,27,1,1,18,1.0317949,1.279763,1.066784,7.7842855,181471.64,1753859.5,,,,,,,99.353325,3725.7144,.97402573,,,14.377329,.10346989
3648,429006,天门市,2009,4.665359,8.2865438,10.328987,3268,420000,,8.1462669,4.6635199,10.220053,8.176527,2,1,27,1,1,18,1.0325503,1.2763826,1.0656505,7.7830787,186495.7,1765295.3,,,,,,,106.00856,3450.4741,.97019285,,,14.383828,.10564561
3649,429006,天门市,2010,4.7301936,8.4074383,10.438338,3639,420000,,8.4844236,4.7743235,10.503676,8.508604,2,1,27,1,1,18,1.0333875,1.2734329,1.0645672,7.7848539,206208.08,1754610,,,,,,,118.43017,4838.8076,.97610962,,,14.377757,.1175236
3650,429006,天门市,2011,4.7922182,8.5235596,10.543482,4010,420000,,8.6873932,4.8712611,10.689186,8.7091675,2,1,27,1,1,18,1.034291,1.2708848,1.0635337,7.7847428,201510.86,1764742.3,,,,,,,130.48537,5927.7095,.97846133,,,14.383515,.11418714
3651,429006,天门市,2012,4.8510823,8.6343536,10.643918,4381,420000,,8.7125034,4.9611421,10.709168,8.7357178,2,1,27,1,1,18,1.0352398,1.2686946,1.0625507,7.7864523,160664.39,1414757,,,,,,,142.75674,6078.4404,.97705317,,,14.162468,.11356324
3652,429006,天门市,2013,4.9066319,8.7396736,10.73951,4752,420000,,8.9230022,5.0046144,10.910382,8.9426804,2,1,27,1,1,18,1.0362179,1.2668189,1.0616173,7.7847819,173255.17,1421439.3,,,,,,,149.09958,7502.5801,.98051411,,,14.16718,.12188715
3653,429006,天门市,2014,4.9589901,8.83957,10.830284,5123,420000,,8.9650383,5.0226645,10.953785,8.9842548,2,1,27,1,1,18,1.0371926,1.2651812,1.0607291,7.7814426,176762.2,1427731.8,,,,,,,151.81528,7824.6816,.98096716,,,14.171597,.12380631
3654,429006,天门市,2015,5.008523,8.9345512,10.916697,5494,420000,,8.9950352,5.0556259,10.972355,9.014308,2,1,27,1,1,18,1.0381474,1.2637234,1.0598767,7.7770491,179396.8,1440138.4,,,,,,,156.90271,8062.9531,.98091173,,,14.18025,.12456914
3655,429006,天门市,2016,5.0557575,9.0254393,10.999509,5865,420000,,9.024828,5.0733919,10.996948,9.0438728,2,1,27,1,1,18,1.0390757,1.2623986,1.0590512,7.7717543,182753.48,1446513.6,,,,,,,159.71515,8306.7852,.98113561,,,14.184667,.12634066
3656,429006,天门市,2017,5.1013374,9.1132059,11.079624,6236,420000,,9.0913439,5.0421486,11.047369,9.1086302,2,1,27,1,1,18,1.0399789,1.2611725,1.0582467,7.7765822,182272.83,1453511,,,,,,,154.80226,8878.1094,.98286241,,,14.189492,.12540175
3657,429006,天门市,2018,5.1459503,9.1988239,11.157937,6607,420000,,9.1343412,5.0589371,11.080809,9.1511841,2,1,27,1,1,18,1.040862,1.260021,1.0574588,7.7751632,186026.44,1459183.8,,,,,,,157.4231,9268.1699,.98329836,,,14.193388,.12748665
3658,429006,天门市,2019,5.1901364,9.2832098,11.235265,6978,420000,,9.1715736,5.1027889,11.131975,9.1885271,2,1,27,1,1,18,1.041732,1.2589253,1.0566887,7.7703738,175198.45,1464395,,,,,,,164.48,9619.751,.98318928,,,14.196953,.11963879
3659,429006,天门市,2020,5.2342186,9.3671188,11.312227,7349,420000,,9.1764927,5.1925583,11.166584,9.1949339,2,1,27,1,1,18,1.0425911,1.2578646,1.055938,7.7549086,189616.58,1475864.1,,,,,,,179.92827,9667.1875,.98172784,,,14.204754,.12847835
3660,429021,神农架林区,2001,4.1282454,6.896472,9.2327652,299,420000,,6.5774856,4.1112385,9.1520967,6.6589761,11,4,24,3,2,18,1.0124202,1.2539037,1.0846177,2.9802527,0,86966.93,,,,,,,61.022247,718.72986,.92174149,,,11.373283,0
3661,429021,神农架林区,2002,4.2007742,7.0180264,9.3309135,670,420000,,6.9406271,4.1748285,9.2233553,7.0016522,11,4,24,3,2,18,1.0104966,1.2468576,1.0828322,2.9585137,0,86665.477,,,,,,,65.028687,1033.4181,.94079942,,,11.369811,0
3662,429021,神农架林区,2003,4.2732606,7.1387835,9.4288597,1041,420000,,7.130795,4.2164879,9.3291578,7.1836166,11,4,24,3,2,18,1.0086126,1.2400278,1.0811195,2.9474542,0,80271.414,,,,,,,67.79496,1249.8702,.94854915,,,11.293169,0
3663,429021,神农架林区,2004,4.3455973,7.2577519,9.5261335,1412,420000,,7.3847871,4.3388534,9.5151958,7.4312429,11,4,24,3,2,18,1.0067509,1.2333105,1.0794853,2.8782547,0,81031.82,,,,,,,76.619637,1611.2847,.95460665,,,11.302597,0
3664,429021,神农架林区,2005,4.4175344,7.3739209,9.622015,1783,420000,,7.4652042,4.3944502,9.6211624,7.5105467,11,4,24,3,2,18,1.004891,1.2266444,1.0779294,2.7819459,0,81525.773,,,,,,,81.000084,1746.2122,.95567012,,,11.308675,0
3665,429021,神农架林区,2006,4.4888062,7.4865975,9.7157574,2154,420000,,7.525733,4.456696,9.7155104,7.5711517,11,4,24,3,2,18,1.0030226,1.2200472,1.0764489,2.6996956,0,82002.023,,,,,,,86.202232,1855.1726,.95559734,,,11.314499,0
