v1,region_id,year,city_id,city,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v11,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,nonagri_gdp,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,wtrend_lg_agri_predicted,wtrend_lg_nonagri_predicted,wtrend_lg_gdppc_predicted,wv1,wlg_nonagri_predicted,wlg_agri_predicted,wlg_gdppc_predicted,wlg_totalgdp_predicted,wlg101214,wurban_population,wtotal_population,wnonagri_gdp,wemp_agri,wemp_ind,wemp_ser,wemp_agri_gr,wemp_nonagri,wemp_nonagri_gr
3017,150,2018,410200,开封市,5.6154122,7.1820598,10.479656,6391,410000,Henan (province),7.1553059,5.5374169,10.442038,7.3362241,7,5,12,3,3,9,.97758889,.98377204,1.1539301,8.6673985,1175597.1,4869640,.83450359,.11,46.009998,53.880001,-.02,99.889999,.02,5.0595589,7.5290594,10.805353,6418.5,7.4757514,4.9817734,10.738469,7.5711889,8.3891907,2142747.3,5731173.5,.91006851,.079999998,46.650002,53.272499,-.0049999999,99.922501,.0074999998
3018,150,2019,410200,开封市,5.6604991,7.2588229,10.551213,6762,410000,Henan (province),7.1807919,5.5742683,10.478749,7.3635998,7,5,12,3,3,9,.97830683,.98439187,1.1524523,8.6649914,1182737.1,4886968.5,.83292812,.11,42.110001,57.779999,0,99.889999,0,5.1050892,7.6002874,10.870973,6789.5,7.5139661,5.0239873,10.789681,7.6095557,8.3731384,2169498.8,5751577.5,.90993035,.064999998,43.650002,56.285,-.015,99.934998,.0125
3019,150,2020,410200,开封市,5.7054982,7.3351898,10.622474,7133,410000,Henan (province),7.1765709,5.6701241,10.503666,7.376811,7,5,12,3,3,9,.97902,.98500675,1.1510128,8.6635399,1157768.3,4900031,.8185342,,,,,,,5.1505189,7.6711321,10.936309,7160.5,7.5177245,5.1102366,10.823446,7.6204805,8.3728504,2200087.8,5768062.5,.90356624,,,,,,
3020,151,2001,410300,洛阳市,4.2505283,6.470099,9.3692923,85,410000,Henan (province),6.3574886,4.2173405,9.2620144,6.4687057,5,4,17,2,2,14,1.0273911,1.1763815,1.1167452,9.0264263,1774854.8,6464402,.89474458,.69,51.349998,47.959999,-.0099999998,99.309998,.0099999998,3.8367333,5.6318393,9.1120052,103.8,5.5240784,3.8043554,9.0153074,5.6923742,8.4025679,730945.06,4027475.5,.84565532,.84399998,49.071999,49.023998,-.27599999,98.096001,-.78399998
3021,151,2002,410300,洛阳市,4.3245363,6.599369,9.4881935,456,410000,Henan (province),6.5347199,4.2849245,9.4318895,6.6349459,5,4,17,2,2,14,1.0275294,1.1724769,1.1147343,9.039957,1742124.5,6497345.5,.90463299,.92000002,49.369999,49.709999,.23,99.080002,-.23,3.9108386,5.7617965,9.2306528,474.79999,5.6865983,3.8740015,9.167078,5.8410382,8.4406338,718064.69,4043741.8,.85734701,.90200001,49.470001,49.627998,.057999998,99.098,1.002
3022,151,2003,410300,洛阳市,4.3984613,6.7283573,9.6068268,827,410000,Henan (province),6.6287298,4.3588338,9.4965334,6.7270565,5,4,17,2,2,14,1.0276499,1.1687356,1.1127949,9.0655212,1915313,6559877.5,.90635276,.64999998,47.400002,51.939999,-.27000001,99.339996,.25999999,3.9848628,5.8914838,9.3490582,845.79999,5.7965245,3.9410634,9.2416697,5.9455419,8.4809704,788091.63,3969534.5,.86206722,.95599997,49.507999,49.534,.054000001,99.042,-.056000002
3023,151,2004,410300,洛阳市,4.4721212,6.8566213,9.7247829,1198,410000,Henan (province),6.7563863,4.4784398,9.6384535,6.8539615,5,4,17,2,2,14,1.0277448,1.1651464,1.1109151,9.0695372,2013188,6635998.5,.90703416,.76999998,45.209999,54.02,.12,99.230003,-.11,4.0586329,6.0204444,9.4668207,1216.8,5.9707327,4.0630174,9.4299383,6.1134763,8.4918919,819673.69,4002950,.86755013,1.002,49.784,49.212002,.046,98.996002,-.046
3024,151,2005,410300,洛阳市,4.5452356,6.9834685,9.8413773,1569,410000,Henan (province),6.9785285,4.5296702,9.8422966,7.0613909,5,4,17,2,2,14,1.0278006,1.161693,1.10909,9.0646811,2031907.4,6674109,.92047781,.80000001,44.049999,55.150002,.029999999,99.199997,-.029999999,4.1318669,6.1479836,9.5832729,1587.8,6.1556969,4.1169758,9.5948992,6.2813821,8.4916983,826325.81,4025937.5,.88228261,.70200002,50.341999,48.953999,-.30000001,99.295998,.30000001
3025,151,2006,410300,洛阳市,4.617538,7.1079555,9.9557085,1940,410000,Henan (province),7.1991572,4.5916028,10.051047,7.2702813,5,4,17,2,2,14,1.0277944,1.1583421,1.1073197,9.0552969,2150855.3,6717470.5,.9313463,.60000002,45.459999,53.939999,-.2,99.400002,.2,4.2042923,6.2732821,9.6976519,1958.8,6.3116236,4.1738477,9.7347002,6.4256897,8.4861698,869110.94,4050184,.89248407,.884,50.978001,48.136002,.182,99.113998,-.182
3026,151,2007,410300,洛阳市,4.6887255,7.2291284,10.06688,2311,410000,Henan (province),7.2237854,4.6731839,10.056558,7.2989249,5,4,17,2,2,14,1.0277131,1.1550761,1.1056074,9.054987,2187781.8,6756772,.92761403,.63999999,45.41,53.950001,.039999999,99.360001,-.039999999,4.2756009,6.3955398,9.8092251,2329.8,6.4100709,4.2595658,9.8188105,6.5231972,8.4791059,895806.06,4074837.8,.89335662,.87400001,51.104,48.021999,-.0099999998,99.125999,.012
3027,151,2008,410300,洛阳市,4.7584281,7.3462586,10.174231,2682,410000,Henan (province),7.430707,4.7560105,10.259316,7.4973631,5,4,17,2,2,14,1.0275671,1.1519117,1.103963,9.056983,2201171.5,6799730.5,.93551683,.46000001,45.93,53.610001,-.18000001,99.540001,.18000001,4.3454075,6.5140538,9.9173536,2700.8,6.5588822,4.3481054,9.9611101,6.6658163,8.4806528,906280,4100325.3,.89889205,.87199998,50.18,48.952,-.0020000001,99.132004,.0060000001
3028,151,2009,410300,洛阳市,4.8262382,7.4586067,10.277075,3053,410000,Henan (province),7.4780598,4.8254681,10.298723,7.5461559,5,4,17,2,2,14,1.0273608,1.1488547,1.102398,9.0655107,2218873.3,6843526,.93417066,.36000001,44.189999,55.439999,-.1,99.629997,.090000004,4.4132876,6.6281552,10.021421,3071.8,6.6482835,4.4134612,10.044514,6.7527514,8.4863358,915893.13,4126741.3,.90108144,.64200002,50.818001,48.540001,-.23,99.358002,.226
3029,151,2010,410300,洛阳市,4.8917422,7.5656424,10.374941,3424,410000,Henan (province),7.6484962,4.9323125,10.447327,7.7125282,5,4,17,2,2,14,1.0271113,1.1459302,1.100925,9.0727177,2235079.3,6799538,.93797493,.38999999,44.16,55.450001,.029999999,99.610001,-.02,4.4788227,6.737289,10.120922,3442.8,6.8268294,4.5168624,10.200109,6.9246182,8.487361,931420.81,4100968.8,.90713173,.58999997,51.512001,47.897999,-.052000001,99.410004,.052000001
3030,151,2011,410300,洛阳市,4.954524,7.6668859,10.467408,3795,410000,Henan (province),7.8277864,5.0233293,10.620036,7.8865643,5,4,17,2,2,14,1.0268284,1.1431525,1.0995541,9.0762634,2234077.5,6830006,.94291627,.37,46.860001,52.77,-.02,99.629997,.02,4.541595,6.8409505,10.215408,3813.8,6.9574943,4.6135073,10.321044,7.0513811,8.4830513,930876.5,4118975.8,.91059464,.55599999,52.962002,46.48,-.034000002,99.442001,.032000002
3031,151,2012,410300,洛阳市,5.0142694,7.762063,10.55424,4166,410000,Henan (province),7.9325871,5.1321101,10.71771,7.9915924,5,4,17,2,2,14,1.0265176,1.140524,1.0982941,9.0783157,2398366.3,6626695.5,.94270182,.28,47.34,52.380001,-.090000004,99.720001,.090000004,4.6012812,6.9388576,10.304627,4184.7998,7.064837,4.7128372,10.419834,7.1587729,8.4821339,903762.44,4003907.8,.91061389,.252,53.035999,46.712002,-.30399999,99.748001,.30599999
3032,151,2013,410300,洛阳市,5.0708356,7.8513026,10.63558,4537,410000,Henan (province),7.9516468,5.1583939,10.72665,8.0110674,5,4,17,2,2,14,1.02619,1.1380491,1.097145,9.0718079,2456038.8,6657827.5,.94231039,.23,50.32,49.450001,-.050000001,99.769997,.050000001,4.6577392,7.0310202,10.388595,4555.7998,7.1703415,4.750453,10.520764,7.259944,8.4889822,938636.63,4023123.3,.91467321,.18799999,54.973999,44.838001,-.064000003,99.811996,.064000003
3033,151,2014,410300,洛阳市,5.1243749,7.9351592,10.71198,4908,410000,Henan (province),7.98985,5.1738319,10.765617,8.0479717,5,4,17,2,2,14,1.0258628,1.1357356,1.096105,9.0502872,2481657.5,6687806.5,.94353515,.19,50.669998,49.139999,-.039999999,99.809998,.039999999,4.7111044,7.117764,10.46761,4926.7998,7.2014518,4.7684546,10.552092,7.2896724,8.4856539,964658.19,4041353,.91589946,.184,54.062,45.754002,-.0040000002,99.816002,.0040000002
3034,151,2015,410300,洛阳市,5.1752586,8.0144396,10.78422,5279,410000,Henan (province),8.0278549,5.2236757,10.792915,8.0866489,5,4,17,2,2,14,1.0255492,1.1335807,1.0951604,9.0336905,2512469.5,6745777.5,.94290096,.13,51.48,48.389999,-.059999999,99.870003,.059999999,4.761745,7.1997619,10.542306,5297.7998,7.2281046,4.8090658,10.566991,7.3174896,8.4801321,984249.69,4076388.3,.91483575,,52.773998,47.091999,,99.865997,.050000001
3035,151,2016,410300,洛阳市,5.2239814,8.090085,10.853215,5650,410000,Henan (province),8.0505428,5.2375317,10.810014,8.1088343,5,4,17,2,2,14,1.025256,1.1315695,1.0942898,9.0258284,2523942,6775679.5,.94337499,.13,49.040001,50.830002,0,99.870003,0,4.8101716,7.2778959,10.613526,5668.7998,7.2502732,4.8270197,10.58348,7.3394547,8.481988,1008813,4094551,.91502905,,52.341999,47.534,,99.875999,.0099999998
3036,151,2017,410300,洛阳市,5.2711592,8.1630716,10.9199,6021,410000,Henan (province),8.1144829,5.2047606,10.858456,8.1675406,5,4,17,2,2,14,1.0249865,1.1296839,1.0934755,8.9972372,2599522.8,6816955.5,.94832534,.14,48.720001,51.150002,.0099999998,99.870003,0,4.8570137,7.3531199,10.682176,6039.7998,7.329555,4.7894888,10.648678,7.4088054,8.4690895,998097.69,4100345.5,.92405516,,51.200001,48.639999,,99.839996,-.035999998
3037,151,2018,410300,洛阳市,5.317441,8.2342777,10.985104,6392,410000,Henan (province),8.1844406,5.2454019,10.921745,8.2360048,5,4,17,2,2,14,1.0247393,1.127901,1.0926989,8.9781618,2618067.8,6843548,.94974267,.1,48.279999,51.619999,-.039999999,99.900002,.029999999,4.9029431,7.4263182,10.749084,6410.7998,7.3878784,4.8220148,10.699103,7.4649653,8.4667597,1007342.6,4116346,.92602634,,48.577999,51.324001,,99.902,.061999999
3038,151,2019,410300,洛阳市,5.3633113,8.3044586,11.0495,6763,410000,Henan (province),8.2096777,5.2852235,10.959802,8.2619801,5,4,17,2,2,14,1.0245079,1.1261938,1.0919462,8.9705849,2646982.5,6867918.5,.94904184,.07,45.34,54.59,-.029999999,99.93,.029999999,4.9484625,7.4983153,10.814995,6781.7998,7.3951492,4.8722048,10.716424,7.4750242,8.4560595,1021134.1,4130992.5,.92343426,.19599999,43.452,56.352001,.097999997,99.804001,-.097999997
3039,151,2020,410300,洛阳市,5.4090729,8.3742456,11.113604,7134,410000,Henan (province),8.216568,5.3657379,10.996952,8.2727556,5,4,17,2,2,14,1.024285,1.1245365,1.0912126,8.9613619,2676137.8,6874649,.94536173,,,,,,,4.9938717,7.5698414,10.880532,7152.7998,7.3813066,4.9499717,10.730696,7.4685497,8.4559603,1015796.8,4143752.5,.91669542,,,,,,
3040,152,2001,410400,平顶山市,4.0384641,5.8593402,8.9676228,88,410000,Henan (province),5.7242208,4.0019588,8.8387852,5.8886003,7,5,27,3,3,18,.98334599,1.0653344,1.0610294,8.7132902,1195614.6,4884912.5,.8484199,.66000003,54.41,44.919998,.059999999,99.330002,-.07,3.7858365,5.3778348,8.9680681,80.166664,5.2965984,3.7624798,8.9047861,5.5138288,7.7281327,675431.31,4182706.5,.80986392,,,,,,
3041,152,2002,410400,平顶山市,4.1127615,5.9930568,9.0911407,459,410000,Henan (province),5.9061346,4.073668,9.0107632,6.0545707,7,5,27,3,3,18,.98453027,1.0647564,1.0601453,8.718627,1195233.4,4909543,.86205512,.69,55.009998,44.299999,.029999999,99.309998,-.02,3.8589745,5.5107174,9.08811,451.16666,5.4179177,3.825599,9.0059738,5.6247292,7.7571831,680807.06,4201440.5,.81803036,,,,,,
3042,152,2003,410400,平顶山市,4.1869678,6.1264358,9.2143373,830,410000,Henan (province),6.0143094,4.148417,9.090353,6.1582003,7,5,27,3,3,18,.98566502,1.06418,1.0592878,8.726265,1316181.8,4983691.5,.86598223,.41999999,55.529999,44.049999,-.27000001,99.580002,.27000001,3.9320538,5.6433969,9.2079935,822.16669,5.5873384,3.8854585,9.1364813,5.7762766,7.7849312,718629.25,4102252.8,.83219433,,,,,,
3043,152,2004,410400,平顶山市,4.2608938,6.2589216,9.336689,1201,410000,Henan (province),6.2017045,4.2605758,9.2954922,6.335835,7,5,27,3,3,18,.98672986,1.0635792,1.0584443,8.7241764,1367530.4,5021444.5,.87447596,.41999999,55.52,44.060001,0,99.580002,1.4210855e-14,4.0049329,5.7754383,9.3273554,1193.1666,5.7535892,4.0020995,9.3106289,5.9345474,7.7988415,752750.56,4142513.5,.83850092,,,,,,
3044,152,2005,410400,平顶山市,4.3342538,6.3896794,9.4573622,1572,410000,Henan (province),6.3940949,4.3190126,9.467679,6.5123634,7,5,27,3,3,18,.98769528,1.0629168,1.0576079,8.7191401,1379920.6,5050290,.88845748,.36000001,55.150002,44.490002,-.059999999,99.639999,.059999999,4.0773535,5.9062662,9.445653,1564.1666,5.8989425,4.0601816,9.4423094,6.068213,7.7993941,758383.75,4166287.3,.84843111,,,,,,
3045,152,2006,410400,平顶山市,4.4067626,6.5177302,9.5754213,1943,410000,Henan (province),6.6114345,4.3816357,9.6729231,6.7135849,7,5,27,3,3,18,.98853469,1.0621566,1.0567741,8.7106647,1426980.3,5077152,.90289372,.34999999,54.700001,44.950001,-.0099999998,99.650002,.0099999998,4.1490502,6.0352511,9.5623016,1935.1666,6.0390115,4.1156244,9.5647116,6.195065,7.7863421,806508.75,4191718.5,.85888755,,,,,,
3046,152,2007,410400,平顶山市,4.4780951,6.6421065,9.6899557,2314,410000,Henan (province),6.6499004,4.4691825,9.693203,6.7569242,7,5,27,3,3,18,.98923331,1.0612813,1.0559404,8.7073193,1460565.3,5107535.5,.89850438,.34,55.080002,44.580002,-.0099999998,99.660004,.0099999998,4.2197146,6.1617441,9.6767101,2306.1667,6.1576543,4.2066045,9.6722145,6.3114429,7.7716541,834836.38,4216813,.86111593,,,,,,
3047,152,2008,410400,平顶山市,4.547864,6.7620759,9.8002996,2685,410000,Henan (province),6.8855548,4.552474,9.9274216,6.9781308,7,5,27,3,3,18,.98980123,1.0603104,1.0551118,8.7078733,1468511.4,5138959,.91157991,.36000001,54.98,44.669998,.02,99.650002,-.0099999998,4.2889552,6.2851071,9.7882919,2677.1667,6.3099747,4.2880688,9.8169107,6.4543309,7.7719293,847522.44,4243001,.86898726,,,,,,
3048,152,2009,410400,平顶山市,4.6156607,6.876924,9.9057951,3056,410000,Henan (province),6.861702,4.6172624,9.8901081,6.96244,7,5,27,3,3,18,.9902454,1.0592577,1.0542985,8.7075615,1482639.1,5172060.5,.90416986,.31999999,54.529999,45.150002,-.039999999,99.68,.029999999,4.3563461,6.4046907,9.8964481,3048.1667,6.4199162,4.3582015,9.9149141,6.5559087,7.7742577,861779.56,4270308.5,.87531745,,,,,,
3049,152,2010,410400,平顶山市,4.681087,6.9862466,10.006101,3427,410000,Henan (province),7.0581818,4.7231846,10.066401,7.1505885,7,5,27,3,3,18,.99059635,1.058172,1.0535153,8.7074995,1485190.8,5139159.5,.91173422,.25,55.27,44.48,-.07,99.75,.07,4.4214621,6.5199084,10.000653,3419.1667,6.5930281,4.4565845,10.065289,6.7213373,7.7639732,872710.5,4242955.5,.88199162,,,,,,
3050,152,2011,410400,平顶山市,4.7437491,7.0895996,10.100837,3798,410000,Henan (province),7.2236547,4.8084617,10.224038,7.309236,7,5,27,3,3,18,.99086857,1.0570776,1.0527769,8.7053471,1475928.3,5167056,.91797853,.22,56.529999,43.25,-.029999999,99.779999,.029999999,4.4838796,6.6302114,10.100428,3790.1667,6.7389545,4.5581112,10.197422,6.8618903,7.7602172,881130.75,4262103.5,.88661993,1.09,47.678333,51.231667,-.36166668,98.910004,17.030001
3051,152,2012,410400,平顶山市,4.8033586,7.1867204,10.189774,4169,410000,Henan (province),7.3214073,4.9140477,10.31408,7.4076333,7,5,27,3,3,18,.9910692,1.0559857,1.0520976,8.7042522,1422794.4,4907790.5,.91738689,.14,58.060001,41.799999,-.079999998,99.860001,.079999998,4.5432653,6.7352333,10.195453,4161.1665,6.8447223,4.652493,10.29407,6.9654489,7.7665386,919298.19,4100480.8,.88830388,.82666665,48.794998,50.378334,-.26333332,99.173332,.26333332
3052,152,2013,410400,平顶山市,4.8597884,7.2776809,10.272992,4540,410000,Henan (province),7.4117103,4.9405842,10.401053,7.4928198,7,5,27,3,3,18,.99120522,1.0549024,1.051482,8.6978331,1450822.3,4932938.5,.92209268,.14,58.259998,41.599998,0,99.860001,0,4.5994692,6.8348808,10.285652,4532.1665,6.988553,4.6959648,10.426515,7.0962296,7.7848039,948577.5,4119595.8,.89921695,.89999998,48.068333,51.031666,.07333333,99.099998,-.07333333
3053,152,2014,410400,平顶山市,4.9131885,7.3628898,10.350882,4911,410000,Henan (province),7.4493899,4.9675207,10.439387,7.5296664,7,5,27,3,3,18,.99128121,1.0538284,1.0509322,8.6872692,1459213.3,4954963.5,.92286116,.13,58.93,40.939999,-.0099999998,99.870003,.0099999998,4.652616,6.9293327,10.371197,4903.1665,7.0210366,4.7094736,10.459717,7.1269817,7.7905812,959990.38,4138275,.90076268,.89333332,46.741665,52.365002,-.0066666668,99.106667,.0066666668
3054,152,2015,410400,平顶山市,4.9639106,7.4430909,10.42415,5282,410000,Henan (province),7.4717317,5.0154109,10.449492,7.5540028,7,5,27,3,3,18,.99130768,1.0527678,1.050436,8.6783428,1475849.5,4998096.5,.92102224,.050000001,57.419998,42.529999,-.079999998,99.949997,.079999998,4.7030711,7.0191531,10.452609,5274.1665,7.0572014,4.7481956,10.484893,7.1634045,7.7939396,979813.13,4174237.3,.90052742,,44.776669,54.369999,,99.146667,.039999999
3055,152,2016,410400,平顶山市,5.0124426,7.5192437,10.493731,5653,410000,Henan (province),7.4826255,5.0293798,10.453644,7.5651398,7,5,27,3,3,18,.99129719,1.0517253,1.0499778,8.6753502,1483098,5020201.5,.9207983,.079999998,55.330002,44.59,.029999999,99.919998,-.029999999,4.7513423,7.105135,10.530634,5645.1665,7.1006422,4.7657576,10.523881,7.2039862,7.8107309,987122.31,4192729,.90297723,,43.915001,55.279999,,99.195,.048333332
3056,152,2017,410400,平顶山市,5.059401,7.5923805,10.560618,6024,410000,Henan (province),7.5621147,4.99509,10.519279,7.6360745,7,5,27,3,3,18,.99126291,1.0507061,1.0495473,8.6668081,1467395.4,5063615.5,.92870903,.079999998,54.639999,45.279999,0,99.919998,0,4.7980494,7.1881671,10.606095,6016.1665,7.1730886,4.7341785,10.581189,7.2665858,7.815464,1004277.3,4207250,.91171777,,42.966667,56.169998,,99.136665,-.058333334
3057,152,2018,410400,平顶山市,5.1054449,7.6634407,10.625706,6395,410000,Henan (province),7.6151962,5.029253,10.56403,7.687819,7,5,27,3,3,18,.99121302,1.0497098,1.0491351,8.6574173,1484550.8,5083389.5,.92995155,.07,52.25,47.68,-.0099999998,99.93,.0099999998,4.8438497,7.2691255,10.679802,6387.1665,7.2311068,4.7620306,10.631058,7.3217916,7.8287191,1014111.9,4223684,.91420615,,41.171665,58.115002,,99.286667,.15000001
3058,152,2019,410400,平顶山市,5.1510715,7.7332892,10.689785,6766,410000,Henan (province),7.6230669,5.0717235,10.583751,7.698153,7,5,27,3,3,18,.99115515,1.0487357,1.0487353,8.6504345,1505773.8,5101484,.92766362,.13,49.799999,50.07,.059999999,99.870003,-.059999999,4.8892398,7.3488498,10.752498,6758.1665,7.2471008,4.8196664,10.657335,7.3418565,7.8314352,1028903.4,4238715,.91062921,.19499999,37.806667,61.998333,-.52166665,99.805,.51833332
3059,152,2020,410400,平顶山市,5.1965895,7.8026695,10.753491,7137,410000,Henan (province),7.6153879,5.1529121,10.604806,7.6971741,7,5,27,3,3,18,.99109524,1.0477823,1.0483469,8.6482887,1606414.1,5116351.5,.92146897,,,,,,,4.9345112,7.4280849,10.824809,7129.1665,7.2321525,4.8872004,10.670462,7.3348441,7.8291607,1000264.6,4251145.5,.90361726,,,,,,
3060,153,2001,410500,安阳市,4.2995038,5.7783055,9.0277023,81,410000,Henan (province),5.727829,4.2647285,8.9824505,5.9360762,9,5,16,3,3,13,.98993403,1.0506008,1.1296126,8.7093439,1561037.5,5355922,.81200629,.63,54.169998,45.200001,-.07,99.370003,.07,3.9853823,5.3251739,9.0878477,113.71429,5.2149906,3.9580991,8.9926214,5.4763846,7.6784363,619456,3798530,.77248323,7.4757142,37.454285,55.07143,-7.4957142,92.525711,7.6399999
3061,153,2002,410500,安阳市,4.3733063,5.8973432,9.1359901,452,410000,Henan (province),5.8437729,4.323205,9.0931282,6.0414653,9,5,16,3,3,13,.98938727,1.0477514,1.1273057,8.7139139,1545753.8,5378830.5,.82062227,.64999998,53.330002,46.009998,.02,99.339996,-.029999999,4.0585966,5.453486,9.2047901,484.71429,5.373343,4.019248,9.1314936,5.6123176,7.6889524,619802.25,3816973.5,.78929985,7.4628572,37.44857,55.09,-.012857143,92.538574,.012857143
3062,153,2003,410500,安阳市,4.447022,6.0162544,9.2441645,823,410000,Henan (province),5.8958125,4.4177394,9.1119041,6.1012616,9,5,16,3,3,13,.98885566,1.0450412,1.1250806,8.7227364,1596369.3,5341510,.81428152,.66000003,53.98,45.360001,.0099999998,99.339996,0,4.131743,5.5815225,9.3214941,855.71429,5.5241318,4.0914392,9.2518578,5.747138,7.6952214,631922.44,3672754,.80165011,8.0971432,37.864285,54.040001,.63428569,91.904289,-.63428569
3063,153,2004,410500,安阳市,4.5204387,6.1347795,9.352005,1194,410000,Henan (province),6.0486321,4.5410609,9.2817774,6.2486687,9,5,16,3,3,13,.98834848,1.0424837,1.1229175,8.7253656,1691155.5,5392099,.81870085,.75,53.32,45.939999,.090000004,99.260002,-.079999998,4.2046547,5.7088079,9.4375391,1226.7142,5.6711373,4.2090578,9.4128723,5.8878031,7.7039032,659669.75,3704285,.80653888,7.1514287,38.217144,54.630001,-.94571429,92.847145,.94285715
3064,153,2005,410500,安阳市,4.5932708,6.252357,9.4589624,1565,410000,Henan (province),6.2079043,4.5789385,9.4182339,6.3869977,9,5,16,3,3,13,.98786241,1.0400733,1.1208111,8.7245092,1730041.8,5423160,.83602786,.81999999,53.099998,46.080002,.07,99.18,-.079999998,4.2770638,5.8347225,9.55233,1597.7142,5.8188539,4.2607551,9.5393801,6.0173903,7.7034893,666972.69,3725566.8,.82114589,6.182857,40.82,52.997143,-.96857142,93.817146,.97000003
3065,153,2006,410500,安阳市,4.6652846,6.3682103,9.5643082,1936,410000,Henan (province),6.4183011,4.6261282,9.6165895,6.5723929,9,5,16,3,3,13,.98738742,1.0377902,1.1187696,8.7239552,1816350.4,5456609,.85719329,.81,55.200001,43.990002,-.0099999998,99.190002,.0099999998,4.3487148,5.9585533,9.6652079,1968.7142,5.9730692,4.3132019,9.6788435,6.154541,7.6944194,716037.38,3747478.8,.8351652,6.1757145,42.215714,51.60857,-.0071428572,93.824287,.0071428572
3066,153,2007,410500,安阳市,4.7362103,6.481452,9.6672144,2307,410000,Henan (province),6.5002117,4.7082324,9.6832848,6.6543312,9,5,16,3,3,13,.98691171,1.0356117,1.1168044,8.7262373,1886512,5490078,.85716957,.67000002,56.119999,43.209999,-.14,99.330002,.14,4.4193101,6.0795469,9.775485,2339.7144,6.1116028,4.4046769,9.8042679,6.2857437,7.6792297,745844.19,3769709.8,.84116238,5.8314285,42.889999,51.277142,-.34428573,94.167145,.34285715
3067,153,2008,410500,安阳市,4.8056803,6.5913191,9.766984,2678,410000,Henan (province),6.6465797,4.8177686,9.821126,6.7955208,9,5,16,3,3,13,.98643649,1.0335352,1.1149256,8.7300577,1905918.3,5524502,.86161989,.38,56.299999,43.32,-.28999999,99.620003,.28999999,4.4884639,6.1969862,9.8825054,2710.7144,6.2629848,4.4914236,9.9467306,6.4274616,7.6763773,757294.75,3793210.8,.84933221,1.2757143,45.164288,53.557144,-4.5557141,98.721428,4.5542855
3068,153,2009,410500,安阳市,4.8732576,6.6970968,9.8629599,3049,410000,Henan (province),6.7561321,4.8692355,9.9272203,6.8972335,9,5,16,3,3,13,.98596328,1.0315588,1.1131382,8.7356634,1931963.1,5560093,.86840129,.28,56.02,43.700001,-.1,99.720001,.1,4.5557542,6.310235,9.9856853,3081.7144,6.307982,4.5540342,9.9882813,6.473815,7.6683631,769658.75,3817625.3,.84809464,1.2071428,47.352856,51.439999,-.068571426,98.792854,.071428575
3069,153,2010,410500,安阳市,4.9385338,6.7982068,9.9546194,3420,410000,Henan (province),6.8934989,4.971067,10.040358,7.0299954,9,5,16,3,3,13,.98549974,1.0296905,1.1114558,8.7383432,1953871.5,5524552.5,.87240934,.30000001,56.119999,43.580002,.02,99.699997,-.02,4.6207652,6.4188213,10.084603,3452.7144,6.5039196,4.6560321,10.160628,6.6563268,7.6572647,789776.56,3793181.5,.85937661,1.0785714,48.709999,50.21143,-.12857144,98.921425,.12857144
3070,153,2011,410500,安阳市,5.0010929,6.8942194,10.041601,3791,410000,Henan (province),7.0456209,5.0830669,10.184385,7.1770868,9,5,16,3,3,13,.98505765,1.0279459,1.109889,8.7384653,1924031.8,5555949,.87680918,.38,60.310001,39.310001,.079999998,99.620003,-.079999998,4.6830778,6.5222678,10.178842,3823.7144,6.659205,4.7612123,10.304922,6.8043394,7.6558166,793951.63,3811011.5,.86559284,.88714284,51.595715,47.517143,-.19142857,99.112854,.19142857
3071,153,2012,410500,安阳市,5.0605979,6.9849434,10.123757,4162,410000,Henan (province),7.1201119,5.178493,10.248816,7.2541809,9,5,16,3,3,13,.98464841,1.0263374,1.1084416,8.7378197,2036132.5,5259686,.87452978,.14,59.209999,40.650002,-.23999999,99.860001,.23999999,4.7423606,6.6203098,10.268174,4194.7144,6.7380462,4.8509507,10.375548,6.8845949,7.6695018,779922.69,3731116.5,.86437899,.63857144,52.32,47.041428,-.24857143,99.361427,.24857143
3072,153,2013,410500,安阳市,5.1169181,7.0705652,10.201299,4533,410000,Henan (province),7.1394415,5.193912,10.25823,7.2730203,9,5,16,3,3,13,.9842878,1.024881,1.1071155,8.734725,2097210.5,5285471,.87495852,.20999999,62.619999,37.169998,.07,99.790001,-.07,4.7984781,6.7130251,10.352691,4565.7144,6.8228974,4.8841801,10.452281,6.9623795,7.6780629,807598.88,3748295.3,.87040752,.56999999,55.265713,44.164288,-.068571426,99.43,.068571426
